Report Year,Colony Name,Colony Type,Species,Number
2025,Gator Farm,Off-Lake Island,White Ibis,0
2025,Gator Farm,Off-Lake Island,Snowy Egret,17
2025,Gator Farm,Off-Lake Island,Roseate Spoonbill,0
2025,Gator Farm,Off-Lake Island,Great Blue Heron,0
2025,Gator Farm,Off-Lake Island,Little Blue Heron,2
2025,Gator Farm,Off-Lake Island,Tricolored Heron,0
2025,Gator Farm,Off-Lake Island,Glossy Ibis,2
2025,Gator Farm,Off-Lake Island,Black-crowned Night Heron,0
2025,Gator Farm,Off-Lake Island,"Small Dark Egrets and Herons (LBHE, TRHE)",1
2025,Gator Farm,Off-Lake Island,"Small White Egrets and Herons (SNEG, CAEG)",0
2025,Gator Farm,Off-Lake Island,Double-crested Cormorant,0
2025,Gator Farm,Off-Lake Island,Cattle Egret,40
2025,Gator Farm,Off-Lake Island,Anhinga,2
2025,Gun Range,Off-Lake Island,Great Egret,1
2025,Gun Range,Off-Lake Island,White Ibis,1
2025,Gun Range,Off-Lake Island,Snowy Egret,3
2025,Gun Range,Off-Lake Island,Roseate Spoonbill,0
2025,Gun Range,Off-Lake Island,Great Blue Heron,0
2025,Gun Range,Off-Lake Island,Little Blue Heron,0
2025,Gun Range,Off-Lake Island,Tricolored Heron,0
2025,Gun Range,Off-Lake Island,Glossy Ibis,0
2025,Gun Range,Off-Lake Island,Black-crowned Night Heron,0
2025,Gun Range,Off-Lake Island,"Small Dark Egrets and Herons (LBHE, TRHE)",9
2025,Gun Range,Off-Lake Island,"Small White Egrets and Herons (SNEG, CAEG)",2
2025,Gun Range,Off-Lake Island,Double-crested Cormorant,1
2025,Gun Range,Off-Lake Island,Cattle Egret,70
2025,Gun Range,Off-Lake Island,Anhinga,5
2025,Lake Hicpochee,Off-Lake Island,Great Egret,5
2025,Lake Hicpochee,Off-Lake Island,White Ibis,0
2025,Lake Hicpochee,Off-Lake Island,Snowy Egret,0
2025,Lake Hicpochee,Off-Lake Island,Roseate Spoonbill,0
2025,Lake Hicpochee,Off-Lake Island,Great Blue Heron,1
2025,Lake Hicpochee,Off-Lake Island,Little Blue Heron,0
2025,Lake Hicpochee,Off-Lake Island,Tricolored Heron,0
2025,Lake Hicpochee,Off-Lake Island,Glossy Ibis,0
2025,Lake Hicpochee,Off-Lake Island,Black-crowned Night Heron,0
2025,Lake Hicpochee,Off-Lake Island,"Small Dark Egrets and Herons (LBHE, TRHE)",0
2025,Lake Hicpochee,Off-Lake Island,"Small White Egrets and Herons (SNEG, CAEG)",0
2025,Lake Hicpochee,Off-Lake Island,Double-crested Cormorant,0
2025,Lake Hicpochee,Off-Lake Island,Cattle Egret,0
2025,Lake Hicpochee,Off-Lake Island,Anhinga,0
2025,Lakeport Marina,Off-Lake Island,Great Egret,90
2025,Lakeport Marina,Off-Lake Island,White Ibis,16
2025,Lakeport Marina,Off-Lake Island,Snowy Egret,4
2025,Lakeport Marina,Off-Lake Island,Roseate Spoonbill,0
2025,Lakeport Marina,Off-Lake Island,Great Blue Heron,0
2025,Lakeport Marina,Off-Lake Island,Little Blue Heron,0
2025,Lakeport Marina,Off-Lake Island,Tricolored Heron,0
2025,Lakeport Marina,Off-Lake Island,Glossy Ibis,0
2025,Lakeport Marina,Off-Lake Island,Black-crowned Night Heron,0
2025,Lakeport Marina,Off-Lake Island,"Small Dark Egrets and Herons (LBHE, TRHE)",0
2025,Lakeport Marina,Off-Lake Island,"Small White Egrets and Herons (SNEG, CAEG)",4
2025,Lakeport Marina,Off-Lake Island,Double-crested Cormorant,0
2025,Lakeport Marina,Off-Lake Island,Cattle Egret,39
2025,Lakeport Marina,Off-Lake Island,Anhinga,2
2025,Little Bear Beach,Spoil Island,Great Egret,44
2025,Little Bear Beach,Spoil Island,White Ibis,154
2025,Little Bear Beach,Spoil Island,Snowy Egret,26
2025,Little Bear Beach,Spoil Island,Roseate Spoonbill,0
2025,Little Bear Beach,Spoil Island,Great Blue Heron,0
2025,Little Bear Beach,Spoil Island,Little Blue Heron,0
2025,Little Bear Beach,Spoil Island,Tricolored Heron,2
2025,Little Bear Beach,Spoil Island,Glossy Ibis,30
2025,Little Bear Beach,Spoil Island,Black-crowned Night Heron,0
2025,Little Bear Beach,Spoil Island,"Small Dark Egrets and Herons (LBHE, TRHE)",1
2025,Little Bear Beach,Spoil Island,"Small White Egrets and Herons (SNEG, CAEG)",4
2025,Little Bear Beach,Spoil Island,Double-crested Cormorant,0
2025,Little Bear Beach,Spoil Island,Cattle Egret,7
2025,Little Bear Beach,Spoil Island,Anhinga,0
2025,Moonshine Bay,Marsh Island,Great Egret,10
2025,Moonshine Bay,Marsh Island,White Ibis,358
2025,Moonshine Bay,Marsh Island,Snowy Egret,5
2025,Moonshine Bay,Marsh Island,Roseate Spoonbill,0
2025,Moonshine Bay,Marsh Island,Great Blue Heron,4
2025,Moonshine Bay,Marsh Island,Little Blue Heron,0
2025,Moonshine Bay,Marsh Island,Tricolored Heron,0
2025,Moonshine Bay,Marsh Island,Glossy Ibis,90
2025,Moonshine Bay,Marsh Island,Black-crowned Night Heron,0
2025,Moonshine Bay,Marsh Island,"Small Dark Egrets and Herons (LBHE, TRHE)",1
2025,Moonshine Bay,Marsh Island,"Small White Egrets and Herons (SNEG, CAEG)",1
2025,Moonshine Bay,Marsh Island,Double-crested Cormorant,0
2025,Moonshine Bay,Marsh Island,Cattle Egret,0
2025,Moonshine Bay,Marsh Island,Anhinga,9
2025,Moore Haven East,Marsh Island,Great Egret,0
2025,Moore Haven East,Marsh Island,White Ibis,0
2025,Moore Haven East,Marsh Island,Snowy Egret,0
2025,Moore Haven East,Marsh Island,Roseate Spoonbill,0
2025,Moore Haven East,Marsh Island,Great Blue Heron,2
2025,Moore Haven East,Marsh Island,Little Blue Heron,0
2025,Moore Haven East,Marsh Island,Tricolored Heron,0
2025,Moore Haven East,Marsh Island,Glossy Ibis,0
2025,Moore Haven East,Marsh Island,Black-crowned Night Heron,0
2025,Moore Haven East,Marsh Island,"Small Dark Egrets and Herons (LBHE, TRHE)",0
2025,Moore Haven East,Marsh Island,"Small White Egrets and Herons (SNEG, CAEG)",0
2025,Moore Haven East,Marsh Island,Double-crested Cormorant,0
2025,Moore Haven East,Marsh Island,Cattle Egret,0
2025,Moore Haven East,Marsh Island,Anhinga,0
2025,Pahokee,Spoil Island,Great Egret,3
2025,Pahokee,Spoil Island,White Ibis,30
2025,Pahokee,Spoil Island,Snowy Egret,40
2025,Pahokee,Spoil Island,Roseate Spoonbill,0
2025,Pahokee,Spoil Island,Great Blue Heron,1
2025,Pahokee,Spoil Island,Little Blue Heron,0
2025,Pahokee,Spoil Island,Tricolored Heron,4
2025,Pahokee,Spoil Island,Glossy Ibis,0
2025,Pahokee,Spoil Island,Black-crowned Night Heron,0
2025,Pahokee,Spoil Island,"Small Dark Egrets and Herons (LBHE, TRHE)",3
2025,Pahokee,Spoil Island,"Small White Egrets and Herons (SNEG, CAEG)",2
2025,Pahokee,Spoil Island,Double-crested Cormorant,2
2025,Pahokee,Spoil Island,Cattle Egret,20
2025,Pahokee,Spoil Island,Anhinga,0
2025,Rock Islands,Spoil Island,Great Egret,42
2025,Rock Islands,Spoil Island,White Ibis,109
2025,Rock Islands,Spoil Island,Snowy Egret,157
2025,Rock Islands,Spoil Island,Roseate Spoonbill,3
2025,Rock Islands,Spoil Island,Great Blue Heron,6
2025,Rock Islands,Spoil Island,Little Blue Heron,1
2025,Rock Islands,Spoil Island,Tricolored Heron,1
2025,Rock Islands,Spoil Island,Glossy Ibis,1
2025,Rock Islands,Spoil Island,Black-crowned Night Heron,0
2025,Rock Islands,Spoil Island,"Small Dark Egrets and Herons (LBHE, TRHE)",2
2025,Rock Islands,Spoil Island,"Small White Egrets and Herons (SNEG, CAEG)",20
2025,Rock Islands,Spoil Island,Double-crested Cormorant,0
2025,Rock Islands,Spoil Island,Cattle Egret,21
2025,Rock Islands,Spoil Island,Anhinga,2
2023,Clewiston Spit,Spoil Island,Cattle Egret,2
2023,Clewiston Spit,Spoil Island,Great Blue Heron,3
2023,Clewiston Spit,Spoil Island,Roseate Spoonbill,5
2023,Clewiston Spit,Spoil Island,Little Blue Heron,8
2023,Clewiston Spit,Spoil Island,White Ibis,13
2023,Clewiston Spit,Spoil Island,Glossy Ibis,26
2023,Clewiston Spit,Spoil Island,Tricolored Heron,99
2023,Clewiston Spit,Spoil Island,Snowy Egret,105
2023,Clewiston Spit,Spoil Island,Great Egret,178
2023,Eagle Bay Island,Marsh Island,Great Blue Heron,1
2023,Eagle Bay Island,Marsh Island,Anhinga,10
2023,Eagle Bay Island,Marsh Island,Great Egret,25
2023,Eagle Bay Island,Marsh Island,Little Blue Heron,48
2023,Eagle Bay Island,Marsh Island,Glossy Ibis,102
2023,Eagle Bay Island,Marsh Island,Tricolored Heron,144
2023,Eagle Bay Island,Marsh Island,White Ibis,204
2023,Eagle Bay Island,Marsh Island,Cattle Egret,228
2023,Eagle Bay Island,Marsh Island,Snowy Egret,241
2023,Gator Farm,Off-Lake Island,Great Blue Heron,1
2023,Gator Farm,Off-Lake Island,Tricolored Heron,8
2023,Gator Farm,Off-Lake Island,Little Blue Heron,10
2023,Gator Farm,Off-Lake Island,Roseate Spoonbill,10
2023,Gator Farm,Off-Lake Island,Anhinga,12
2023,Gator Farm,Off-Lake Island,Glossy Ibis,15
2023,Gator Farm,Off-Lake Island,White Ibis,26
2023,Gator Farm,Off-Lake Island,Snowy Egret,37
2023,Gator Farm,Off-Lake Island,Wood Stork,58
2023,Gator Farm,Off-Lake Island,Great Egret,109
2023,Gator Farm,Off-Lake Island,Cattle Egret,292
2023,Gun Range,Off-Lake Island,Great Blue Heron,1
2023,Gun Range,Off-Lake Island,Great Egret,23
2023,Gun Range,Off-Lake Island,Anhinga,29
2023,Gun Range,Off-Lake Island,Cattle Egret,129
