Report Year,Colony Name,Latitude,Longitude,Nest Check,Colony Type,Species,Number
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,White Ibis,20
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,Snowy Egret,90
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,Little Blue Heron,10
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,Tricolored Heron,10
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,Cattle Egret,50
2009,Eagle Bay Trail,27.18659,-80.83056,N,Marsh Island,Anhinga,5
2009,Gator Farm,27.02278,-81.06084,N,Off-Lake Island,Great Egret,130
2009,Gator Farm,27.02278,-81.06084,N,Off-Lake Island,Snowy Egret,40
2009,Gator Farm,27.02278,-81.06084,N,Off-Lake Island,Wood Stork,35
2009,Gator Farm,27.02278,-81.06084,N,Off-Lake Island,Cattle Egret,200
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,Great Egret,50
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,White Ibis,150
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,Snowy Egret,400
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,Tricolored Heron,400
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,Roseate Spoonbill,3
2009,Indian Prairie,27.08482,-80.8862,Y,Marsh Island,Anhinga,30
2009,Lakeport Marina,26.9726,-81.1144,Y,Off-Lake Island,Great Egret,12
2009,Lakeport Marina,26.9726,-81.1144,Y,Off-Lake Island,Snowy Egret,70
2009,Lakeport Marina,26.9726,-81.1144,Y,Off-Lake Island,Tricolored Heron,10
2009,Lakeport Marina,26.9726,-81.1144,Y,Off-Lake Island,Cattle Egret,350
2009,Moonshine 2,26.92233,-81.03053,N,Marsh Island,Great Egret,2
2009,Moonshine 2,26.92233,-81.03053,N,Marsh Island,Great Blue Heron,4
2009,Moonshine 2,26.92233,-81.03053,N,Marsh Island,Snowy Egret,18
2009,Moonshine 2,26.92233,-81.03053,N,Marsh Island,Tricolored Heron,4
2009,Moonshine 2,26.92233,-81.03053,N,Marsh Island,Anhinga,6
2009,Moonshine 3,26.92755,-81.03479,N,Marsh Island,Great Egret,9
2009,Moonshine 3,26.92755,-81.03479,N,Marsh Island,Snowy Egret,320
2009,Moonshine 3,26.92755,-81.03479,N,Marsh Island,Tricolored Heron,40
2009,Moonshine 3,26.92755,-81.03479,N,Marsh Island,Glossy Ibis,500
2009,Moonshine 3,26.92755,-81.03479,N,Marsh Island,Anhinga,8
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,Great Egret,25
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,Great Blue Heron,4
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,White Ibis,1300
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,Snowy Egret,1200
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,Tricolored Heron,700
2009,Moonshine Bay,26.91117,-81.02514,Y,Marsh Island,Glossy Ibis,1000
2009,Moore Haven,26.88525,-81.09517,Y,Marsh Island,Great Egret,53
2009,Moore Haven,26.88525,-81.09517,Y,Marsh Island,Great Blue Heron,8
2009,Moore Haven,26.8841,-81.05237,Y,Marsh Island,Great Egret,30
2009,Moore Haven,26.86238,-81.00704,Y,Marsh Island,Great Blue Heron,4
2009,Moore Haven NW,26.95153,-81.0573,N,Marsh Island,Great Egret,50
2009,Moore Haven NW,26.95153,-81.0573,N,Marsh Island,Great Blue Heron,8
2009,Rock Island 4,26.97227,-81.03672,N,Spoil Island,Great Egret,12
2009,Rock Island 4,26.97227,-81.03672,N,Spoil Island,Great Blue Heron,3
2009,Rock Island 4,26.97227,-81.03672,N,Spoil Island,Snowy Egret,38
2009,Rock Island 4,26.97227,-81.03672,N,Spoil Island,Tricolored Heron,2
2009,Rock Island 4,26.97227,-81.03672,N,Spoil Island,Anhinga,5
2008,Eagle Bay Island,27.17919,-80.83708,,Marsh Island,Tricolored Heron,3
2008,Eagle Bay Island,27.17919,-80.83708,,Marsh Island,Little Blue Heron,5
2008,Eagle Bay Island,27.17919,-80.83708,,Marsh Island,Cattle Egret,3500
2008,Lakeport Marina,,,,Off-Lake Island,Great Egret,1
2008,Lakeport Marina,,,,Off-Lake Island,Cattle Egret,2000
2008,Gator Farm,27.02278,-81.06081,,Off-Lake Island,Great Egret,20
2008,Gator Farm,27.02278,-81.06081,,Off-Lake Island,Wood Stork,8
2008,Gator Farm,27.02278,-81.06081,,Off-Lake Island,Cattle Egret,500
