Database ID,Date,Observers,Survey Type,Start Time,End Time,Survey Notes,Method,Sky Code,Counts by,Waypoint Number,Latitude,Longitude,Colony Name,Photo Numbers,Colony Notes,Species Code,Nest Count,Adult Count,Fledling Count
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,B. Mason,3 and 28,26.7716,80.70533,Pahokee,Pahokee_2025_03_25_1-Pahokee_2025_03_25_10,,SNEG,40,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,B. Mason,3 and 28,26.7716,80.70533,Pahokee,Pahokee_2025_03_25_1-Pahokee_2025_03_25_11,,GREG,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,B. Mason,3 and 28,26.7716,80.70533,Pahokee,Pahokee_2025_03_25_1-Pahokee_2025_03_25_12,,GBHE,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,B. Mason,3 and 28,26.7716,80.70533,Pahokee,Pahokee_2025_03_25_1-Pahokee_2025_03_25_13,,SMWT,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,B. Mason,3 and 28,26.7716,80.70533,Pahokee,Pahokee_2025_03_25_1-Pahokee_2025_03_25_14,,CAEG,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_17,,GREG,76,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_18,,SMWT,42,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_19,,DCCO,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_20,,ROSP,7,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_21,,TRHE,4,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_21,,WHIB,269,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_21,,SNEG,3,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,4 and 30,26.464042,80.541347,Clewiston Spit,ClewistonSpit_2025_03_26_1- ClewistonSpit_2025_03_26_21,,GBHE,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,TRHE,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,GREG,43,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,WHIB,116,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,SNEG,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,BCNH,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,5,26.46363,80.545906,Clewiston Spit 2,ClewistonSpit2_2025_03_26_1-ClewistonSpit2_2025_03_26_11,,GBHE,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,11 and 36,27.16942,80.85536,Eagle Bay Island,EagleBayIsland_2025_03_26_1-EagleBayIsland_2025_03_26_14,,GBHE,5,,2
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,11 and 36,27.16942,80.85536,Eagle Bay Island,EagleBayIsland_2025_03_26_1-EagleBayIsland_2025_03_26_14,,ROSP,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,10 and 35 ,27.0284,81.0693,Gator Farm,GatorFarm_2025_03_26_1-GatorFarm_2025_03_26_11,,SMDK,1,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,10 and 35 ,27.0284,81.0693,Gator Farm,GatorFarm_2025_03_26_1-GatorFarm_2025_03_26_11,,GREG,42,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,6 and 31 ,26.88834,81.13204,Gun Range,GunRange_2025_03_26_1-GunRange_2025_03_26_12,,SMDK,9,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,6 and 31 ,26.88834,81.13204,Gun Range,GunRange_2025_03_26_1-GunRange_2025_03_26_12,,ANHI,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,6 and 31 ,26.88834,81.13204,Gun Range,GunRange_2025_03_26_1-GunRange_2025_03_26_12,,SMWT,2,,
6,3/26/2025,"A. Fussell, B. Mason",Aerial,8:42,11:15,28k acres burned in Moore Haven,Photograph Count,0,A. Fussell,6 and 31 ,26.88834,81.13204,Gun Range,GunRange_2025_03_26_1-GunRange_2025_03_26_12,,GREG,1,,
7,3/28/2025,"A. Fussell, B. Mason",Targeted Ground,9:28,12:29,No colonies assessed due to low water levels ,Ground Count,1,A. Fussell,,,,,,,,,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,ROSP,5,,5
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,GREG,35,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,SNEG,3,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,WHIB,44,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,GLIB,2,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit,26.465948,80.545484,Clewiston Spit,2217-2253,first time on island to check the percentage of nests with eggs; 9 of GREG nests had fledglings,TRHE,1,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,WHIB,29,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,GREG,16,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,GBHE,1,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,SNEG,2,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,GLIB,1,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Clewiston Spit 2,26.462664,80.544262,Clewiston Spit 2,2254-2278,GREG fledglings present,TRHE,1,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Little Bear Beach,26.435395,80.506134,Little Bear Beach,2255-2285,"went onto island to check nest status, WHIB nests have eggs, but did not see fledglings; limited view of birds from the boat due to the tall vegetation. BMM saw at least 45 WHIB while checking nest status",WHIB,50,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Little Bear Beach,26.435395,80.506134,Little Bear Beach,2255-2286,"went onto island to check nest status, WHIB nests have eggs, but did not see fledglings; limited view of birds from the boat due to the tall vegetation. BMM saw at least 45 WHIB while checking nest status",SNEG,3,,
8,4/1/2025,"B. Mason, A. Fussell, J. Mulling",Targeted Ground,9:34,13:06,"very foggy, 1st time on the island to check the percentage of nests with eggs at Clewiston Spit and Little Bear Beach",Ground Count,3,"A. Fussell, B. Mason, J. Mulling",Little Bear Beach,26.435395,80.506134,Little Bear Beach,2255-2287,"went onto island to check nest status, WHIB nests have eggs, but did not see fledglings; limited view of birds from the boat due to the tall vegetation. BMM saw at least 45 WHIB while checking nest status",TRHE,2,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,J. Mulling,12,26.72354,80.84519,Little Bear Beach,20-Jan,,GREG,25,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,J. Mulling,13,26.78015,80.70395,Pahokee,21-42,,GREG,50,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,43-58,,GREG,50,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,43-58,,ROSP,8,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,12,26.434122,80.507113,Little Bear Beach,20-Jan,,GREG,35,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,13,26.468089,80.422369,Pahokee,21-42,,GREG,30,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,13,26.468089,80.422369,Pahokee,21-42,,SNEG,10,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,14,26.77465,80.9015,Clewiston Spit,43-58,,,,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,15,26.529864,80.577972,New Colony,59-61,may just be foraging birds and not nesting birds; check photos closely; 20 foraging birds - CAEG/SNEG/GREG,,,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,16,26.89418,81.02293,,62-66,foraging birds,,,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,17,26.91285,81.02937,,67-70,foraging birds,,,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,18,26.91739,81.03,Moonshine Bay,71-83,,GREG,20,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,18,26.91739,81.03,Moonshine Bay,71-83,,WHIB,150,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,18,26.91739,81.03,Moonshine Bay,71-83,,GLIB,50,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,19,26.96225,81.0269,Rock Islands,84-98,multiple colonies photographed,,,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,20,26.97817,81.11929,Lakeport Marina,99-108,GREG/WHIB/SMWH 40-50 nests,UNKN,45,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,21,27.01733,81.06383,Gator Farm,109-118,WHIB/GREG,UNKN,35,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,J. Mulling got motion sick and stopped recording counts after Clewiston Spit,Aerial Count,2,A. Fussell,22,27.1725,80.83765,Eagle Bay Island,119-132,WHIB/GREG,UNKN,65,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,WHIB,240,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,SMDK,3,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,SNEG,80,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,GREG,7,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,21,27.01733,81.06383,Gator Farm,GatorFarm_2025_04_22_1 - GatorFarm_2025_04_22_10,,GREG,26,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,21,27.01733,81.06383,Gator Farm,GatorFarm_2025_04_22_1 - GatorFarm_2025_04_22_11,,SNEG,12,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,21,27.01733,81.06383,Gator Farm,GatorFarm_2025_04_22_1 - GatorFarm_2025_04_22_12,,ANHI,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,21,27.01733,81.06383,Gator Farm,GatorFarm_2025_04_22_1 - GatorFarm_2025_04_22_13,,SMDK,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,20,26.97817,81.11929,Lakeport Marina,LakeportMarina_2025_04_22_1 - LakeportMarina_2025_04_22_10,,GREG,37,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,20,26.97817,81.11929,Lakeport Marina,LakeportMarina_2025_04_22_1 - LakeportMarina_2025_04_22_10,,ANHI,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,19,26.96225,81.0269,Rock Islands,RockIslands_2025_04_22_1 - RockIslands_2025_04_22_15,,GREG,5,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,19,26.96225,81.0269,Rock Islands,RockIslands_2025_04_22_1 - RockIslands_2025_04_22_15,,SMWT,7,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,19,26.96225,81.0269,Rock Islands,RockIslands_2025_04_22_1 - RockIslands_2025_04_22_15,,ROSP,3,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,19,26.96225,81.0269,Rock Islands,RockIslands_2025_04_22_1 - RockIslands_2025_04_22_15,,SMDK,2,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,18,26.91739,81.03,Moonshine Bay,MoonshineBay_2025_04_22_1 - MoonshineBay_2025_04_22_13,,WHIB,315,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,18,26.91739,81.03,Moonshine Bay,MoonshineBay_2025_04_22_1 - MoonshineBay_2025_04_22_14,,GREG,11,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,18,26.91739,81.03,Moonshine Bay,MoonshineBay_2025_04_22_1 - MoonshineBay_2025_04_22_15,,SMDK,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit 2,ClewistonSpit2_2025_04_22_1 - ClewistonSpit2_2025_04_22_4,,WHIB,17,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit 2,ClewistonSpit2_2025_04_22_1 - ClewistonSpit2_2025_04_22_4,,GREG,29,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,WHIB,42,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,GREG,38,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,SNEG,35,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,ROSP,5,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,TRHE,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,GBHE,2,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,13,26.468089,80.422369,Pahokee,Pahokee_2025_04_22_1 - Pahokee_2025_04_22_22,,SNEG,23,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,13,26.468089,80.422369,Pahokee,Pahokee_2025_04_22_1 - Pahokee_2025_04_22_22,,WHIB,22,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,13,26.468089,80.422369,Pahokee,Pahokee_2025_04_22_1 - Pahokee_2025_04_22_22,,GREG,3,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,13,26.468089,80.422369,Pahokee,Pahokee_2025_04_22_1 - Pahokee_2025_04_22_22,,SMDK,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,13,26.468089,80.422369,Pahokee,Pahokee_2025_04_22_1 - Pahokee_2025_04_22_22,,CAEG,13,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,12,26.434122,80.507113,Little Bear Beach,LittleBearBeach_2025_04_22_1 - Pahokee_2025_04_22_19,,WHIB,78,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,12,26.434122,80.507113,Little Bear Beach,LittleBearBeach_2025_04_22_1 - Pahokee_2025_04_22_19,,GREG,24,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,B. Mason,12,26.434122,80.507113,Little Bear Beach,LittleBearBeach_2025_04_22_1 - Pahokee_2025_04_22_19,,SNEG,19,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_12,,WHIB,47,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_13,,ROSP,5,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_14,,TRHE,1,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_15,,GREG,35,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_16,,SNEG,34,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit,ClewistonSpit_2025_04_22_1 - ClewistonSpit2_2025_04_22_17,,GBHE,2,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit 2,ClewistonSpit2_2025_04_22_1 - ClewistonSpit2_2025_04_22_4,,WHIB,16,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,J. Mulling,14,26.77465,80.9015,Clewiston Spit 2,ClewistonSpit2_2025_04_22_1 - ClewistonSpit2_2025_04_22_4,,GREG,32,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,A. Fussell,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,WHIB,470,,
9,4/22/2025,"A. Fussell, J. Mulling",Aerial,8:20,10:49,,Photograph Count,2,A. Fussell,22,27.1725,80.83765,Eagle Bay Island,EagleBayIsland_2025_04_22_1 - EagleBayIsland_2025_04_22_14,,SMDK,1,,
